Position,Athlete,Time,Sex,Year
19,Joe Morwood,2:20:33,M,2022
20,Kenny Wilson,2:20:40,M,2022
1,Yalemzerf Yehualaw,2:17:26,F,2022
2,Joyciline Jepkosgei,2:18:07,F,2022
3,Alemu Megertu,2:18:32,F,2022
4,Judith Jeptum Korir,2:18:43,F,2022
5,Joan Chelimo Melly,2:19:27,F,2022
6,Ashete Bekere,2:19:30,F,2022
7,Mary Ngugi,2:20:22,F,2022
8,Sutume Asefa Kebede,2:20:44,F,2022
9,Ai Hosoda,2:21:42,F,2022
10,Rose Harvey,2:27:59,F,2022
11,Hannah Alderson,2:35:56,F,2022
12,Anya Culling,2:36:21,F,2022
13,Marci KLIMEK,2:37:56,F,2022
14,Dani Nimmock,2:38:18,F,2022
15,Helen Gaunt,2:39:10,F,2022
16,Stephanie TWELL,2:39:16,F,2022
17,Johanna O'regan,2:40:20,F,2022
18,Chiara Mainetti,2:40:23,F,2022
19,Mai Fujisawa,2:41:40,F,2022
20,Emma Houchell,2:42:57,F,2022
1,Kelvin Kiptum,2:01:25,M,2023
2,Geoffrey Kamworor,2:04:23,M,2023
3,Tamirat Tola,2:04:59,M,2023
4,Leul Gebresilase,2:05:45,M,2023
5,Seifu Tura,2:06:38,M,2023
6,Emile Cairess,2:08:07,M,2023
7,Brett Robinson,2:10:19,M,2023
8,Philip Sesemann,2:10:23,M,2023
9,Mo Farah,2:10:28,M,2023
10,Chris Thompson,2:11:50,M,2023
11,YUKI KAWAUCHI,2:13:18,M,2023
12,Frank LARA,2:13:29,M,2023
13,Tom GROSCHEL,2:13:29,M,2023
14,Luke CALDWELL,2:13:29,M,2023
15,Oliver Ward,2:13:39,M,2023
16,Alexander Lepretre,2:15:01,M,2023
17,Weynay GHEBRESILASIE,2:15:41,M,2023
18,Ben CONNOR,2:15:47,M,2023
19,Ross BRADEN,2:15:47,M,2023
20,Nicholas BOWKER,2:16:18,M,2023
21,Alex MILNE,2:16:30,M,2023
22,Dewi GRIFFITHS,2:16:51,M,2023
1,Sifan Hassan,2:18:33,F,2023
2,Alemu Megertu,2:18:37,F,2023
3,Peres Jepchirchir,2:18:38,F,2023
4,Sheila Chepkirui,2:18:51,F,2023
5,Yalemzerf Yehualaw,2:18:53,F,2023
6,Judith Jeptum Korir,2:20:41,F,2023
7,Almaz Ayana,2:20:44,F,2023
8,Tadu Teshome,2:21:31,F,2023
9,Sofiia Yaremchuk,2:24:02,F,2023
10,Susanna Sullivan,2:24:27,F,2023
11,Samantha HARRISON,2:25:59,F,2023
12,Dominique SCOTT,2:29:19,F,2023
13,Ellie PASHLEY,2:29:37,F,2023
14,Rebecca Mcconnell,2:30:29,F,2023
15,Diana Bogantes gonzalez,2:33:40,F,2023
16,Rachel Hodgkinson,2:34:46,F,2023
17,Helen Gaunt,2:35:38,F,2023
18,Hanne Maridal,2:35:50,F,2023
19,Chelsea Baker,2:36:06,F,2023
20,Heather Townsend,2:37:01,F,2023
1,Alexander Mutiso,2:04:01,M,2024
2,Kenenisa Bekele,2:04:15,M,2024
3,Emile Cairess,2:06:46,M,2024
4,Mahamed Mahamed,2:07:05,M,2024
5,Hassan Chahdi,2:07:30,M,2024
6,Henok Tesfay,2:09:22,M,2024
7,Hendrik Pfeiffer,2:10:00,M,2024
8,Kinde Atanaw,2:10:03,M,2024
9,Johannes Motschmann,2:10:39,M,2024
10,Brian Shrader,2:10:50,M,2024
11,Marc SCOTT,2:11:19,M,2024
12,Malixole Kalideni,2:14:27,M,2024
13,George James,2:14:59,M,2024
14,Alexander LEPRETRE,2:15:34,M,2024
15,Jonathan Dahlke,2:15:42,M,2024
16,Stephen SCULLION,2:16:04,M,2024
17,James HOAD,2:16:29,M,2024
18,William Maunsell,2:16:34,M,2024
19,Juan Luis BARRIOS,2:16:37,M,2024
20,Sean Hogan,2:17:02,M,2024
1,Peres Jepchirchir,2:16:16,F,2024
2,Tigst Assefa,2:16:23,F,2024
3,Joyciline Jepkosgei,2:16:24,F,2024
4,Megertu Alemu,2:16:34,F,2024
5,Brigid Kosgei,2:19:02,F,2024
6,Sheila Chepkirui,2:19:31,F,2024
7,Tigist Ketema,2:23:21,F,2024
8,Yalemzerf Yehualaw,2:23:26,F,2024
9,Ruth Chepngetich,2:24:36,F,2024
10,Tsige Haileslase,2:25:03,F,2024
11,Mhairi MACLENNAN,2:29:15,F,2024
12,Anja Fink,2:33:53,F,2024
13,Becky BRIGGS,2:35:25,F,2024
14,Molly Smith,2:36:22,F,2024
15,Alex Eykelbosch,2:36:26,F,2024
16,Rachel HODGKINSON,2:36:49,F,2024
17,Verity Hopkins,2:37:17,F,2024
18,Lauren Reed,2:38:02,F,2024
19,Helen GAUNT,2:38:40,F,2024
20,Rebecca MURRAY,2:38:52,F,2024
1,Sabastian Sawe,2:02:27,M,2025
2,Jacob Kiplimo,2:03:37,M,2025
3,Alexander Mutiso Munyao,2:04:20,M,2025
4,Abdi Nageeye,2:04:20,M,2025
5,Tamirat Tola,2:04:42,M,2025
6,Eliud Kipchoge,2:05:25,M,2025
7,Hillary Kipkoech,2:06:05,M,2025
8,Amanal Petros,2:06:30,M,2025
9,Mahamed Mahamed,2:08:52,M,2025
10,Milkesa Mengesha,2:09:01,M,2025
11,Andrew BUCHANAN,2:09:11,M,2025
12,Adam LIPSCHITZ,2:09:48,M,2025
13,Sondre Norstad MOEN,2:09:57,M,2025
14,Alex YEE,2:11:08,M,2025
15,Weynay GHEBRESILASE,2:11:21,M,2025
16,Jake SMITH,2:11:57,M,2025
17,Marcelo LAGUERA,2:12:03,M,2025
18,Kevin SALVANO,2:13:03,M,2025
19,Alex MILNE,2:14:03,M,2025
20,Philip SESEMANN,2:14:46,M,2025
1,Tigst Assefa,2:15:50,F,2025
2,Joyciline Jepkosgei,2:18:44,F,2025
3,Sifan Hassan,2:19:00,F,2025
4,Haven Hailu Desse,2:19:17,F,2025
5,Vivian Cheruiyot,2:22:32,F,2025
6,Stella Chesang,2:22:42,F,2025
7,Sofiia Yaremchuk,2:23:14,F,2025
8,Eilish McColgan,2:24:24,F,2025
9,Rose Harvey,2:25:01,F,2025
10,Susanna Sullivan,2:29:30,F,2025
11,Lucy Jones,2:30:23,F,2025
12,Phily BOWDEN,2:30:28,F,2025
13,Dina Aleksandrova,2:31:41,F,2025
14,Molly BOOKMYER,2:32:31,F,2025
15,Rebecca Murray,2:35:59,F,2025
16,Jennifer Pope,2:36:11,F,2025
17,Jenny Grimshaw,2:36:14,F,2025
18,Anya Culling,2:36:16,F,2025
19,Helen Gaunt,2:36:25,F,2025
20,Carolyn Buchanan,2:36:27,F,2025
1,Sabastian Sawe,1:59:30,M,2026
2,Yomif Kejelcha,1:59:41,M,2026
3,Jacob Kiplimo,2:00:28,M,2026
4,Amos Kipruto,2:01:39,M,2026
5,Tamirat Tola,2:02:59,M,2026
6,Deresa Geleta,2:03:23,M,2026
7,Addisu Gobena,2:05:23,M,2026
8,Geoffrey Kamworor,2:05:38,M,2026
9,Peter Lynch,2:06:08,M,2026
10,Mahamed Mahamed,2:06:14,M,2026
11,Patrick Dever,2:06:18,M,2026
12,Joshua Cheptegi,2:06:39,M,2026
13,Weyney Ghebresilasie,2:06:59,M,2026
14,Jack Rowe,2:07:47,M,2026
15,Amanal Petros,2:08:31,M,2026
16,Phillip Sesemann,2:08:41,M,2026
17,Tim Vincent,2:09:41,M,2026
18,Adam Lipschitz,2:09:53,M,2026
19,Tewelde Menges,2:10:48,M,2026
20,Alfie Manthorpe,2:11:31,M,2026
1,Tigst Assefa,2:15:41,F,2026
2,Hellen Obiri,2:15:53,F,2026
3,Joyciline Jepkosgei,2:15:55,F,2026
4,Degitu Azimeraw,2:19:13,F,2026
5,Catherine Amanang'ole,2:21:20,F,2026
6,Eunice Chebichii Chumba,2:23:44,F,2026
7,Eilish McColgan,2:24:51,F,2026
8,Julia Paternain,2:25:47,F,2026
9,Rose Harvey,2:26:14,F,2026
10,Marta Galimany,2:27:38,F,2026
11,Louise SMALL,2:28:29,F,2026
12,Jessica Warner-Judd ,2:29:28,F,2026
13,Lisa Hart,2:30:16,F,2026
14,Chelsea Baker,2:31:50,F,2026
15,Andrea Clement,2:32:11,F,2026
16,Holly Archer,2:33:44,F,2026
17,Rebecca Weston,2:34:42,F,2026
18,Brogan Wallace,2:35:01,F,2026
19,Katrina Ballantyne,2:35:32,F,2026
20,Charlie Arnell,2:35:42,F,2026
